"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Pre-trained Language Models with Limited Data for Intent Classification","B. Kasthuriarachchy; M. Chetty; G. Karmakar; D. Walls","School of Science, Engineering and Information Technology, Federation University Australia, Australia; School of Science, Engineering and Information Technology, Federation University Australia, Australia; School of Science, Engineering and Information Technology, Federation University Australia, Australia; Global Hosts Pty Ltd (trading as SportsHosts), Australia",2020 International Joint Conference on Neural Networks (IJCNN),"28 Sep 2020","2020","","","1","9","Intent analysis is capturing the attention of both the industry and academia due to its commercial and noncommercial significance. The rapid growth of unstructured data of micro-blogging platforms, such as Twitter and Facebook, are amongst the important sources for intent analysis. However, the social media data are often noisy and diverse, thus making the task very challenging. Further, the intent analysis frequently suffers from lack of sufficient data because the labeled datasets are often manually annotated. Recently, BERT (Bidirectional Encoder Representation from Transformers), a state-of-the-art language representation model, has attracted attention for accurate language modelling. In this paper, we investigate the application of BERT for its suitability for intent analysis. We study the fine-tuning of the BERT model through inductive transfer learning and investigate methods to overcome the challenges due to limited data availability by proposing a novel semantic data augmentation approach. This technique generates synthetic sentences while preserving the label-compatibility using the semantic meaning of the sentences, to improve the intent classification accuracy. Thus, based on the considerations for finetuning and data augmentation, a systematic and novel step-by-step methodology is presented for applying the linguistic model BERT for intent classification with limited data available. Our results show that the pre-trained language can be effectively used with noisy social media data to achieve state-of-the-art accuracy in intent analysis under low labeled-data regime. Moreover, our results also confirm that the proposed text augmentation technique is effective in eliminating noisy synthetic sentences, thereby achieving further performance improvements.","2161-4407","978-1-7281-6926-2","10.1109/IJCNN48605.2020.9207121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9207121","intent classification;low data regime;language models;augmentation;semantic information;transfer learning","Bit error rate;Semantics;Task analysis;Data models;Australia;Social network services;Noise measurement","","5","","23","IEEE","28 Sep 2020","19-24 July 2020","19-24 July 2020","IEEE","IEEE Conferences"
"A Two-Level Noise-Tolerant Model for Relation Extraction with Reinforcement Learning","E. Yu; Y. Jia; Y. Tian; Y. Chang","School of Artificial Intelligence, Jilin University, Changchun, China; Poisson Research Lab, Central Software Institute, 2012 Labs, Huawei Co., Ltd, China; School of Artificial Intelligence, Jilin University, Changchun, China; School of Artificial Intelligence, Jilin University, Changchun, China",2020 IEEE International Conference on Knowledge Graph (ICKG),"11 Sep 2020","2020","","","367","373","Distant supervision has been widely used to automatically label data for relation extraction, but inevitably suffers from wrong labeling problems. Existing methods solve the noisy problem by merely focusing on one aspect, either at the sentencelevel or the bag-level. However, none consider the two levels as a whole. In this paper, we propose a deep reinforcement learning model to solve the noisy problem at both the bag level and the sentence level. For a bag, i.e., a set of sentences containing the same pair of entities, the sentence-level extractor serves as an agent which predicts the label for each sentence, and then determines the label for the bag. The bag-level extractor provides a delayed reward to the agent, and iteratively promotes its performance. The experimental results show that our two-level denoising model effectively improves the performance of distant supervision relation extraction compared to previous methods.","","978-1-7281-8156-1","10.1109/ICBK50248.2020.00059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9194528","distant supervision;relation extraction;reinforcement learning;two-level noise-tolerant","Noise measurement;Learning (artificial intelligence);Training;Data mining;Feature extraction;Training data;Convolution","","1","","24","IEEE","11 Sep 2020","9-11 Aug. 2020","9-11 Aug. 2020","IEEE","IEEE Conferences"
"Identifying Infrastructure Damage during Earthquake using Deep Active Learning","S. Priya; S. Singh; S. K. Dandapat; K. Ghosh; J. Chandra","Deprtment of Computer Science and Engineering, Indian Institute of Technology Patna, India; Deprtment of Computer Science and Engineering, Indian Institute of Technology Patna, India; Deprtment of Computer Science and Engineering, Indian Institute of Technology Patna, India; TCS Research, Pune, India; Deprtment of Computer Science and Engineering, Indian Institute of Technology Patna, India",2019 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),"23 Apr 2020","2019","","","551","552","Twitter provides important information for emergency responders in the rescue process during disasters. However, tweets containing relevant information are sparse and are usually hidden in a vast set of noisy contents. This leads to inherent challenges in generating suitable training data that are required for neural network models. In this paper, we study the problem of retrieving the infrastructure damage information from tweets generated from different location during crisis using the model actively trained on past but similar events. We combine RNN and GRU based model coupled with active learning that gets trained on most uncertain samples and captures the latent features of different data distribution. It reduces the uses of around 90% less training data, thereby significantly reducing the manual annotation efforts. We use the model pre-trained using active learning based approach to retrieve the infrastructure damage tweets originated from different regions. We obtain a minimum of 18% gain on F1-measure and considerably on other metrics over recent state-of-the-art IR techniques.","2473-991X","978-1-4503-6868-1","10.1145/3341161.3342955","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9073433","Twitter;Crisis;Active learning;Infrastructure Damage","Earthquakes;Training data;Social network services;Data models;Labeling;Measurement;Training","","2","","4","","23 Apr 2020","27-30 Aug. 2019","27-30 Aug. 2019","IEEE","IEEE Conferences"
"Progressive Contextual Instance Refinement for Weakly Supervised Object Detection in Remote Sensing Images","X. Feng; J. Han; X. Yao; G. Cheng","School of Automation, Northwestern Polytechnical University, Xi’an, China; School of Automation, Northwestern Polytechnical University, Xi’an, China; School of Automation, Northwestern Polytechnical University, Xi’an, China; School of Automation, Northwestern Polytechnical University, Xi’an, China",IEEE Transactions on Geoscience and Remote Sensing,"26 Oct 2020","2020","58","11","8002","8012","Weakly supervised learning has been attracting much attention due to its broad applications, which only requires image-level annotations to indicate whether there exist objects in the images. Currently, most of the existing weakly supervised object detection (WSOD) methods are inclined to seek only one top-scoring object instance per image from noisy proposals to train the corresponding object detector. However, more than one same-class instances often exist in the large-scale, cluttered remote sensing images. Thus, selecting only one top-scoring proposal usually results in highlighting the most representative part of an object rather than the whole object, which may cause learning a suboptimal object detector by losing much important information. To address this problem, a novel end-to-end progressive contextual instance refinement (PCIR) method is proposed to perform WSOD. Specifically, a dual-contextual instance refinement (DCIR) strategy is designed to divert the focus of the detection network from the local distinct part to the whole object and further to other potential instances by leveraging both local and global context information. Benefiting from DCIR, a progressive proposal self-pruning (PPSP) strategy is further developed to mitigate the influence of the complex background by dynamically rejecting the negative training proposals. Comprehensive experiments on the challenging NWPU VHR-10.v2 and DIOR data sets clearly demonstrate that the proposed method can significantly boost the detection accuracy compared with the state of the arts.","1558-0644","","10.1109/TGRS.2020.2985989","National Key Research and Development Program of China(grant numbers:2017YFB0502900); National Science Foundation of China(grant numbers:61701415,61772425,61773315); Fundamental Research Funds for Central Universities(grant numbers:3102019ZDHKY05); China Postdoctoral Science Foundation(grant numbers:2018T111094,2017M620468); Postdoctoral Science Foundation of Shaanxi Province(grant numbers:2017BSHYDZZ36); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9078853","Contextual instances refinement;weakly supervised object detection (WSOD)","Proposals;Object detection;Remote sensing;Detectors;Feature extraction;Annotations;Training","","110","","52","IEEE","27 Apr 2020","Nov. 2020","","IEEE","IEEE Journals"
"Real-time Fault Detection on Small Fixed-Wing UAVs using Machine Learning","M. Bronz; E. Baskaya; D. Delahaye; S. Puechmore","ENAC, University of Toulouse, France; ENAC - Groupe ADP - Sopra Steria, Systemes de drones; ENAC, University of Toulouse, France; ENAC, University of Toulouse, France",2020 AIAA/IEEE 39th Digital Avionics Systems Conference (DASC),"18 Nov 2020","2020","","","1","10","In this study, we have highlighted the main challenges of real-time fault diagnosis on small scale fixed-wing UAVs. The feasibility of real-time fault prediction has been shown in real flight conditions experiencing noisy measurements, communication limitations, and wrapped wing structure that breaks the geometric symmetry. A total of eleven flight logs have been recorded and shared publicly for future potential use by other researchers on fault and anomaly detection. Our proposed method uses a data driven algorithm, SVM, in order to classify the behavior of the vehicle in nominal flight phase and faulty phase. Feasibility of a basic binary classification is shown, despite the well-known over-fitting problem caused by limited data. We have shown that geometrical imperfections that are common in small UAVs can cause particular effects on the prediction performance, and we used it in our advantage to improve the detection on multi-class classification. The SVM algorithm with proposed feature trajectories was capable to detect variation of loss of control effectiveness faults up to an accuracy of 95% in real flights. The data-set and all related programs can be downloaded from: (https://github.com/mrtbrnz/fault_detection).","2155-7209","978-1-7281-9825-5","10.1109/DASC50938.2020.9256800","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9256800","Machine Learning;Real-time Fault-Detection;Real-time Fault-Diagnosis;SVM;Paparazzi;UAV;Drones","Support vector machines;Real-time systems;Fault detection;Aircraft;Actuators;Hardware;Aerospace control","","54","","23","IEEE","18 Nov 2020","11-15 Oct. 2020","11-15 Oct. 2020","IEEE","IEEE Conferences"
"A Heuristic Neural Network Structure Relying on Fuzzy Logic for Images Scoring","C. Kang; X. Yu; S. -H. Wang; D. S. Guttery; H. M. Pandey; Y. Tian; Y. -D. Zhang","School of Informatics, University of Leicester, Leicester, U.K.; School of Informatics, University of Leicester, Leicester, U.K.; School of Computer Science and Technology, Henan Polytechnic University, Jiaozuo, China; Leicester Cancer Research Centre, University of Leicester, Leicester, U.K.; Department of Computer Science, Edge Hill University, Ormskirk, U.K.; Department of Electrical Engineering, The City College of New York, New York, NY, USA; School of Informatics, University of Leicester, Leicester, U.K.",IEEE Transactions on Fuzzy Systems,"30 Dec 2020","2021","29","1","34","45","Traditional deep learning methods are suboptimal in classifying ambiguity features, which often arise in noisy and hard to predict categories, especially, to distinguish semantic scoring. Semantic scoring, depending on semantic logic to implement evaluation, inevitably contains fuzzy description and misses some concepts, for example, the ambiguous relationship between normal and probably normal always presents unclear boundaries (normal-more likely normal-probably normal). Thus, human error is common when annotating images. Differing from existing methods that focus on modifying kernel structure of neural networks, this article proposes a dominant fuzzy fully connected layer (FFCL) for breast imaging reporting and data system (BI-RADS) scoring and validates the universality of this proposed structure. This proposed model aims to develop complementary properties of scoring for semantic paradigms, while constructing fuzzy rules based on analyzing human thought patterns, and to particularly reduce the influence of semantic conglutination. Specifically, this semantic-sensitive defuzzifier layer projects features occupied by relative categories into semantic space, and a fuzzy decoder modifies probabilities of the last output layer referring to the global trend. Moreover, the ambiguous semantic space between two relative categories shrinks during the learning phases, as the positive and negative growth trends of one category appearing among its relatives were considered. We first used the Euclidean distance to zoom in the distance between the real scores and the predicted scores, and then employed two sample t test method to evidence the advantage of the FFCL architecture. Extensive experimental results performed on the curated breast imaging subset of digital database of screening mammography dataset show that our FFCL structure can achieve superior performances for both triple and multiclass classification in BI-RADS scoring, outperforming the state-of-the-art methods.","1941-0034","","10.1109/TFUZZ.2020.2966163","Royal Society International Exchanges Cost Share(grant numbers:RP202G0230); Medical Research Council Confidence in Concept; Hope Foundation(grant numbers:RM60G0680); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8957449","Fuzzy deep neural networks;fuzzy fully connected layer (FFCL);medical image scoring;transfer learning","Neural networks;Semantics;Backpropagation;Market research;Feature extraction;Medical diagnostic imaging","","52","","42","IEEE","13 Jan 2020","Jan. 2021","","IEEE","IEEE Journals"
"Creativity Inspired Zero-Shot Learning","M. Elhoseiny; M. Elfeki",Facebook AI Research (FAIR); University of Central Florida,2019 IEEE/CVF International Conference on Computer Vision (ICCV),"27 Feb 2020","2019","","","5783","5792","Zero-shot learning (ZSL) aims at understanding unseen categories with no training examples from class-level descriptions. To improve the discriminative power of zero-shot learning, we model the visual learning process of unseen categories with an inspiration from the psychology of human creativity for producing novel art. We relate ZSL to human creativity by observing that zero-shot learning is about recognizing the unseen and creativity is about creating a likable unseen. We introduce a learning signal inspired by creativity literature that explores the unseen space with hallucinated class-descriptions and encourages careful deviation of their visual feature generations from seen classes while allowing knowledge transfer from seen to unseen classes. Empirically, we show consistent improvement over the state of the art of several percents on the largest available benchmarks on the challenging task or generalized ZSL from a noisy text that we focus on, using the CUB and NABirds datasets. We also show the advantage of our loss on Attribute-based ZSL on three additional datasets (AwA2, aPY, and SUN). Code is available at https://github.com/mhelhoseiny/CIZSL.","2380-7504","978-1-7281-4803-8","10.1109/ICCV.2019.00588","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9009042","","Creativity;Visualization;Semantics;Computational modeling;Art;Encyclopedias","","39","","61","IEEE","27 Feb 2020","27 Oct.-2 Nov. 2019","27 Oct.-2 Nov. 2019","IEEE","IEEE Conferences"
"Attention-Translation-Relation Network for Scalable Scene Graph Generation","N. Gkanatsios; V. Pitsikalis; P. Koutras; P. Maragos",Deeplab; Deeplab; National Technical University of Athens; National Technical University of Athens,2019 IEEE/CVF International Conference on Computer Vision Workshop (ICCVW),"5 Mar 2020","2019","","","1754","1764","We find that most Scene Graph Generation approaches suffer from two limitations as they: 1) use generic attention mechanisms and dataset-specific statistics that supersede visual features and 2) treat ""no interaction"" as an extra, both noisy and dominant, class and prune graph edges manually or applying simple filters. As a result, such approaches do not scale up on different settings and specifications. We propose a three-stage pipeline that employs Multi-Head Attention driven by language and spatial features, Translation Embeddings and Multi-Tasking to detect an interacting pair of objects. Our attentional scheme is able to maximize the visual features' interpretability, as well as to capture the nature of datasets of different scales, while multi-tasking robustly resolves the bias of the background class. We present an experimental overview of the related literature, unveil a multitude of evaluation inconsistencies and provide quantitative and qualitative support with experiments on a variety of datasets, where our approach performs on par or even outperforms current state-of-the-art.","2473-9944","978-1-7281-5023-9","10.1109/ICCVW.2019.00218","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9022057","Scene Graph Generation;Multi head Attention;Multi tasking;Translation Embeddings;Vision and Language","Visualization;Task analysis;Feature extraction;Image edge detection;Pipelines;Semantics;Noise measurement","","27","","77","IEEE","5 Mar 2020","27-28 Oct. 2019","27-28 Oct. 2019","IEEE","IEEE Conferences"
"motif2vec: Motif Aware Node Representation Learning for Heterogeneous Networks","M. R. Dareddy; M. Das; H. Yang","University of California, Los Angeles, Los Angeles, CA, USA; Visa Research, Palo Alto, CA, USA; Visa Research, Palo Alto, CA, USA",2019 IEEE International Conference on Big Data (Big Data),"24 Feb 2020","2019","","","1052","1059","Recent years have witnessed a surge of interest in machine learning on graphs and networks with applications ranging from IoT traffic management to social network recommendations. Supervised machine learning tasks in networks such as node classification and link prediction require us to perform feature engineering that is known and agreed to be the key to success in applied machine learning. Research efforts dedicated to representation learning, especially representation learning using deep learning, has shown us ways to automatically learn relevant features from vast amounts of potentially noisy, raw data. However, most of the methods are inadequate to handle heterogeneous information networks which pretty much represents most real world data today. The methods cannot preserve the structure and semantic of multiple types of nodes and links well enough, capture higher-order heterogeneous connectivity patterns, and ensure coverage of nodes for which representations are generated. In this paper, we propose a novel efficient algorithm, motif2vec that learns node representations or embeddings for heterogeneous networks. Specifically, we leverage higher-order, recurring, and statistically significant network connectivity patterns in the form of motifs to transform the original graph to motif graph(s), conduct biased random walk to efficiently explore higher order neighborhoods, and then employ heterogeneous skip-gram model to generate the embeddings. We evaluate the proposed algorithm on multiple real-world networks from diverse domains and against existing state-of-the-art methods on multi-class node classification and link prediction tasks, and demonstrate its consistent superiority over prior work.","","978-1-7281-0858-2","10.1109/BigData47090.2019.9005670","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9005670","heterogeneous information networks;network embedding;network representation learning;motifs","Heterogeneous networks;Machine learning;Task analysis;Semantics;TV;Machine learning algorithms;Prediction algorithms","","20","","33","IEEE","24 Feb 2020","9-12 Dec. 2019","9-12 Dec. 2019","IEEE","IEEE Conferences"
"Learning From A Big Brother - Mimicking Neural Networks in Profiled Side-channel Analysis","D. van der Valk; M. Krcek; S. Picek; S. Bhasin","Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands; Delft University of Technology, Delft, The Netherlands; Temasek Laboratories, NTU Singapore",2020 57th ACM/IEEE Design Automation Conference (DAC),"9 Oct 2020","2020","","","1","6","Recently, deep learning has emerged as a powerful technique for side-channel attacks, capable of even breaking common countermeasures. Still, trained models are generally large, and thus, performing evaluation becomes resource-intensive. The resource requirements increase in realistic settings where traces can be noisy, and countermeasures are active. In this work, we exploit mimicking to compress the learned models. We demonstrate up to 300 times compression of a state-of-the-art CNN. The mimic shallow network can also achieve much better accuracy as compared to when trained on original data and even reach the performance of a deeper network.","0738-100X","978-1-7281-1085-1","10.1109/DAC18072.2020.9218520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9218520","","Biological neural networks;Machine learning;Neurons;Convolution;Noise measurement;Training;Signal to noise ratio","","5","","27","IEEE","9 Oct 2020","20-24 July 2020","20-24 July 2020","IEEE","IEEE Conferences"
"A Collaborative Multi-modality Selection Method Based on Data Utility Assessment","Y. Xiao; Y. Gu; J. Wang; T. Wu","Beijing Key Laboratory of Mobile Computing and Pervasive Device, Beijing, China; Beijing Key Laboratory of Mobile Computing and Pervasive Device, Beijing, China; Beijing Key Laboratory of Mobile Computing and Pervasive Device, Beijing, China; Beijing Key Laboratory of Mobile Computing and Pervasive Device, Beijing, China","2019 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","9 Apr 2020","2019","","","454","459","Multimodal fusion is more and more widely used in the field of machine learning, but it faces a prominent problem in practical application: data utility is not stable. The data of different modalities may be missing and noisy randomly, which will interfere the machine learning model of multi-modal fusion. Most of the existing multi-modal fusion methods neglect data utility problems or only adopt simple data denoising methods to improve data utility. To solve the problem of unstable data utility, we propose a data selection method based on the evaluation of data utility. By training a special machine learning model, the optimal modal combination is predicted according to the quality evaluation of multi-modal data samples to accomplish the dynamic selection of data modalities. The experimental results show that the proposed method can effectively improve the accuracy of multi-modal recognition under low data utility.","","978-1-7281-4034-6","10.1109/SmartWorld-UIC-ATC-SCALCOM-IOP-SCI.2019.00120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9060352","data selection;multimodal;data utility;data quality assessment","Data integrity;Machine learning;Data models;Training;Task analysis;Mathematical model;Gesture recognition","","1","","18","IEEE","9 Apr 2020","19-23 Aug. 2019","19-23 Aug. 2019","IEEE","IEEE Conferences"
"A New Evidential Reasoning Rule-Based Safety Assessment Method With Sensor Reliability for Complex Systems","S. -W. Tang; Z. -J. Zhou; C. -H. Hu; F. -J. Zhao; Y. Cao","College of Automation, High-Tech Institute of Xi’an, Xi’an, China; College of Automation, High-Tech Institute of Xi’an, Xi’an, China; College of Automation, High-Tech Institute of Xi’an, Xi’an, China; College of Automation, High-Tech Institute of Xi’an, Xi’an, China; College of Automation, High-Tech Institute of Xi’an, Xi’an, China",IEEE Transactions on Cybernetics,"19 May 2022","2022","52","5","4027","4038","In current studies of safety assessment for complex systems with the evidential reasoning (ER) rule, the evidence reliability is generally given by experts, which makes the observation data by sensors ignored. However, sensors are inevitably affected by such various uncertainties as perturbations in engineering practice, which can reduce their quality and tracking ability. As such, the observation data may become unreliable, and the modeling accuracy of the ER rule is decreased. In this article, a new ER rule-based safety assessment method with sensor reliability for complex systems is proposed, where sensor reliability and perturbation are considered. The coefficient of the variation-based weighting (CVBW) method is employed to obtain sensor weight. The sensor reliability is calculated by static reliability and dynamic reliability, which are determined by experts and the distance-based method, respectively. The perturbation is quantified as a bounded parameter defined as the perturbation factor, which is used to describe uncertainties and aggregate static reliability and dynamic reliability. The performance analysis of safety assessment is conducted to demonstrate the rationality of perturbation and position poor sensors, followed by a safety assessment algorithm. A case study is carried out to validate the effectiveness of the proposed method.","2168-2275","","10.1109/TCYB.2020.3015664","Natural Science Foundation of China(grant numbers:61773388,61751304,61833016); Shaanxi Outstanding Youth Science Foundation(grant numbers:2020JC-34); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9186341","Complex systems;evidential reasoning (ER) rule;performance analysis;perturbation;safety assessment;sensor reliability;sensor weight","Reliability;Safety;Perturbation methods;Erbium;Complex systems;Power system reliability;Uncertainty","Algorithms;Reproducibility of Results","71","","30","IEEE","3 Sep 2020","May 2022","","IEEE","IEEE Journals"
"Prediction Intervals for Granular Data Streams Based on Evolving Type-2 Fuzzy Granular Neural Network Dynamic Ensemble","Y. Liu; J. Zhao; W. Wang; W. Pedrycz","School of Control Science and Engineering and the Key Laboratory of Intelligent Control and Optimization for Industrial Equipment of Ministry of Education, Dalian University of Technology, Dalian, China; School of Control Science and Engineering and the Key Laboratory of Intelligent Control and Optimization for Industrial Equipment of Ministry of Education, Dalian University of Technology, Dalian, China; School of Control Science and Engineering and the Key Laboratory of Intelligent Control and Optimization for Industrial Equipment of Ministry of Education, Dalian University of Technology, Dalian, China; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, AB, Canada",IEEE Transactions on Fuzzy Systems,"31 Mar 2021","2021","29","4","874","888","Granular data streams (GDSs) are a class of high-level abstract multitime scale description of data streams. Prediction intervals (PIs) for GDSs that provide estimated values as well as their corresponding reliability play an important role for assisting on-site workers to perceive the nonstationary environment in real time. However, constructing reliable PIs for GDSs constitutes a significant challenge. To provide a solution to the problem, an interval type-2 (IT2) fuzzy granular neural network (FGNN) dynamic ensemble approach (IT2FGNNDEnsemble) is proposed in this article. To fully reflect the uncertainty of GDSs, an interval value learning algorithm based IT2FGNN is developed, which can automatically generate, prune, merge, and realize recall in a single-pass learning mode. In addition, an evolving dynamic ensemble method is presented by providing an adaptive structure that considers a tradeoff between coverage and width of PIs, which can dynamically generate and prune the element of an ensemble according to current data tendency. A number of synthetic and industrial data streams experimentally validate the performance of the proposed IT2FGNNDEnsemble by using the state-of-the-art comparative methods. It is demonstrated that the proposed approach exhibits a good performance on PIs for practical applications.","1941-0034","","10.1109/TFUZZ.2020.2966172","National Key R&D Program of China(grant numbers:2017YFA0700300); National Natural Science Foundation of China(grant numbers:61533005,61833003,U1908218,61703071,61773085); Fundamental Research Funds for the Central Universities(grant numbers:DUT18TD07); Outstanding Youth Sci-Tech Talent Program of Dalian(grant numbers:2018RJ01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8957529","Ensemble structure;evolving type-2 fuzzy system;granular data streams (GDSs);granular neural network (GNN);prediction intervals (PIs)","Uncertainty;Artificial neural networks;Robustness;Rough sets;Fuzzy logic","","26","","62","IEEE","13 Jan 2020","April 2021","","IEEE","IEEE Journals"
"A Closer Look Into the Characteristics of Fraudulent Card Transactions","B. Can; A. G. Yavuz; E. M. Karsligil; M. A. Guvensan","Scientific and Technological Research Council of Turkey (TUBITAK), Istanbul, Turkey; Department of Computer Engineering, Yildiz Technical University, Istanbul, Turkey; Department of Computer Engineering, Yildiz Technical University, Istanbul, Turkey; Department of Computer Engineering, Yildiz Technical University, Istanbul, Turkey",IEEE Access,"18 Sep 2020","2020","8","","166095","166109","Widespread use of Internet also had the substantial impact on the increase of the online card transactions especially with the beginning of the last decade. Along with the increase of online transactions, the worldwide banking sector was forced to deal with or to encounter an unforeseen number of fraudulent activities, yet. Hence, rule-based systems were designed to mark the high-risk transactions and let the experts to confirm the fraudulent nature of such transactions. As a countermeasure, static nature of rule-based systems were exploited by the latest attacks to go undetected. Thus, researchers aimed at designing adaptive fraud detection systems utilizing mainly machine learning techniques with the very recent application of deep learning. However, they were focused on detecting fraudulent activities but, to the best of our knowledge, none of them delved into the better understanding the characteristics of fraudulent card transactions in order to produce more resilient models. Therefore, in this study, we built the biggest data set ever used in a research, consisting of 4B non-fraud and 245K fraud transactions contributed to by the 35 banks in Turkey. Consequently, we introduce and examine the performance of profile-based fraud detection models, namely card-type based model, transaction characteristics based model, and amount-based model. Also, we made temporal and spatial analysis on our data set to show the robustness of the proposed models against aging and zero-day attacks.","2169-3536","","10.1109/ACCESS.2020.3022315","Scientific and Technological Research Council of Turkey (TUBITAK)(grant numbers:3170946); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9187199","Fraud detection;profiling;amount range;card-type;transaction characteristics;zero-day attack;amount-based success rate","Credit cards;Machine learning;Banking;Data models;Training;Forestry;Insurance","","23","","55","CCBY","7 Sep 2020","2020","","IEEE","IEEE Journals"
"MUSE-RNN: A Multilayer Self-Evolving Recurrent Neural Network for Data Stream Classification","M. Das; M. Pratama; S. Savitri; J. Zhang","NTU, Singapore; NTU, Singapore; NTU, Singapore; NTU, Singapore",2019 IEEE International Conference on Data Mining (ICDM),"30 Jan 2020","2019","","","110","119","In this paper, we propose MUSE-RNN, a multilayer self-evolving recurrent neural network model for real-time classification of streaming data. Unlike the existing approaches, MUSE-RNN offers special treatment towards capturing temporal aspects of data stream through its novel recurrent learning approach based on the teacher forcing policy. Novelties here are twofold. First, in contrast to the traditional RNN models, MUSE-RNN has intrinsic ability to self-adjust its capacity by growing and pruning hidden nodes as well as layers, to handle the ever-changing characteristics of data stream. Second, MUSERNN adopts a unique scoring-based layer adaptation mechanism, which makes it capable of recalling prior tasks, with minimum exploitation of network parameters. The performance of MUSERNN is evaluated in comparison with a number of state-of-theart techniques, using seven popular data streams and continual learning problems under prequential test-then-train protocol. Experimental results demonstrate the effectiveness of MUSERNN in stream classification scenario.","2374-8486","978-1-7281-4604-1","10.1109/ICDM.2019.00021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8970794","Recurrent neural network, Data stream, Online learning, Evolving network, Classification","Continuing education;Recurrent neural networks;Protocols;Source coding;Streaming media;Nonhomogeneous media;Data models;Real-time systems;Research initiatives;Data mining","","21","","32","IEEE","30 Jan 2020","8-11 Nov. 2019","8-11 Nov. 2019","IEEE","IEEE Conferences"
"Unsupervised Knowledge Transfer for Object Detection in Marine Environmental Monitoring and Exploration","M. Zurowietz; T. W. Nattkemper","Biodata Mining Group, Faculty of Technology, Bielefeld University, Bielefeld, Germany; Biodata Mining Group, Faculty of Technology, Bielefeld University, Bielefeld, Germany",IEEE Access,"13 Aug 2020","2020","8","","143558","143568","The volume of digital image data collected in the field of marine environmental monitoring and exploration has been growing in rapidly increasing rates in recent years. Computational support is essential for the timely evaluation of the high volume of marine imaging data, but often modern techniques such as deep learning cannot be applied due to the lack of training data. In this article, we present Unsupervised Knowledge Transfer (UnKnoT), a new method to use the limited amount of training data more efficiently. In order to avoid time-consuming annotation, it employs a technique we call “scale transfer” and enhanced data augmentation to reuse existing training data for object detection of the same object classes in new image datasets. We introduce four fully annotated marine image datasets acquired in the same geographical area but with different gear and distance to the sea floor. We evaluate the new method on the four datasets and show that it can greatly improve the object detection performance in the relevant cases compared to object detection without knowledge transfer. We conclude with a recommendation for an image acquisition and annotation scheme that ensures a good applicability of modern machine learning methods in the field of marine environmental monitoring and exploration.","2169-3536","","10.1109/ACCESS.2020.3014441","BMBF Project COSEMIO(grant numbers:FKZ 03F0812C); BMBF-funded de.NBI Cloud within the German Network for Bioinformatics Infrastructure (de.NBI)(grant numbers:031A537B,031A533A,031A538A,031A533B,031A535A,031A537C,031A534A,031A532B); German Research Foundation (DFG); Open Access Publication Fund of Bielefeld University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9159641","Object detection;knowledge transfer;deep learning;marine environmental monitoring;image annotation","Object detection;Image annotation;Machine learning;Environmental monitoring;Knowledge transfer;Imaging;Visualization","","21","","45","CCBY","5 Aug 2020","2020","","IEEE","IEEE Journals"
